PK publish timeStamp(t0),Assembly receive timeStamp(t1),HCD receive timeStamp(t2),Simulator receive timeStamp(t3)
2018-12-27T11:04:29.250411, 2018-12-27T11:04:29.251082, 2018-12-27T11:04:29.251669, 2018-12-27T11:04:29.251685
2018-12-27T11:04:29.261187, 2018-12-27T11:04:29.262563, 2018-12-27T11:04:29.263029, 2018-12-27T11:04:29.263046
2018-12-27T11:04:29.271829, 2018-12-27T11:04:29.272434, 2018-12-27T11:04:29.272756, 2018-12-27T11:04:29.272772
2018-12-27T11:04:29.283919, 2018-12-27T11:04:29.284509, 2018-12-27T11:04:29.284946, 2018-12-27T11:04:29.284964
2018-12-27T11:04:29.294593, 2018-12-27T11:04:29.296597, 2018-12-27T11:04:29.296846, 2018-12-27T11:04:29.296857
2018-12-27T11:04:29.305748, 2018-12-27T11:04:29.306494, 2018-12-27T11:04:29.307001, 2018-12-27T11:04:29.307016
2018-12-27T11:04:29.316674, 2018-12-27T11:04:29.317377, 2018-12-27T11:04:29.318015, 2018-12-27T11:04:29.318027
2018-12-27T11:04:29.331914, 2018-12-27T11:04:29.332729, 2018-12-27T11:04:29.335873, 2018-12-27T11:04:29.335894
2018-12-27T11:04:29.343077, 2018-12-27T11:04:29.343894, 2018-12-27T11:04:29.344470, 2018-12-27T11:04:29.344486
2018-12-27T11:04:29.355943, 2018-12-27T11:04:29.356505, 2018-12-27T11:04:29.357671, 2018-12-27T11:04:29.357688
2018-12-27T11:04:29.366699, 2018-12-27T11:04:29.367387, 2018-12-27T11:04:29.367837, 2018-12-27T11:04:29.367856
2018-12-27T11:04:29.377555, 2018-12-27T11:04:29.378655, 2018-12-27T11:04:29.379075, 2018-12-27T11:04:29.379092
2018-12-27T11:04:29.390679, 2018-12-27T11:04:29.393903, 2018-12-27T11:04:29.394316, 2018-12-27T11:04:29.394331
2018-12-27T11:04:29.404423, 2018-12-27T11:04:29.405879, 2018-12-27T11:04:29.407702, 2018-12-27T11:04:29.407721
2018-12-27T11:04:29.415156, 2018-12-27T11:04:29.415721, 2018-12-27T11:04:29.416114, 2018-12-27T11:04:29.416135
2018-12-27T11:04:29.425642, 2018-12-27T11:04:29.426241, 2018-12-27T11:04:29.426595, 2018-12-27T11:04:29.426613
2018-12-27T11:04:29.436116, 2018-12-27T11:04:29.436625, 2018-12-27T11:04:29.436921, 2018-12-27T11:04:29.436937
2018-12-27T11:04:29.446988, 2018-12-27T11:04:29.447688, 2018-12-27T11:04:29.448030, 2018-12-27T11:04:29.448046
2018-12-27T11:04:29.458949, 2018-12-27T11:04:29.459602, 2018-12-27T11:04:29.462331, 2018-12-27T11:04:29.462343
2018-12-27T11:04:29.471377, 2018-12-27T11:04:29.472079, 2018-12-27T11:04:29.472401, 2018-12-27T11:04:29.472408
2018-12-27T11:04:29.485788, 2018-12-27T11:04:29.486333, 2018-12-27T11:04:29.486824, 2018-12-27T11:04:29.486843
2018-12-27T11:04:29.496352, 2018-12-27T11:04:29.497068, 2018-12-27T11:04:29.498320, 2018-12-27T11:04:29.498345
2018-12-27T11:04:29.507164, 2018-12-27T11:04:29.507811, 2018-12-27T11:04:29.508619, 2018-12-27T11:04:29.508636
2018-12-27T11:04:29.520358, 2018-12-27T11:04:29.520938, 2018-12-27T11:04:29.521388, 2018-12-27T11:04:29.521405
2018-12-27T11:04:29.531132, 2018-12-27T11:04:29.531792, 2018-12-27T11:04:29.532216, 2018-12-27T11:04:29.532233
2018-12-27T11:04:29.541861, 2018-12-27T11:04:29.542505, 2018-12-27T11:04:29.543598, 2018-12-27T11:04:29.543612
2018-12-27T11:04:29.552371, 2018-12-27T11:04:29.553565, 2018-12-27T11:04:29.554643, 2018-12-27T11:04:29.554658
2018-12-27T11:04:29.565630, 2018-12-27T11:04:29.566288, 2018-12-27T11:04:29.566633, 2018-12-27T11:04:29.566650
2018-12-27T11:04:29.576110, 2018-12-27T11:04:29.576788, 2018-12-27T11:04:29.579325, 2018-12-27T11:04:29.579345
2018-12-27T11:04:29.589183, 2018-12-27T11:04:29.589789, 2018-12-27T11:04:29.590110, 2018-12-27T11:04:29.590127
2018-12-27T11:04:29.600592, 2018-12-27T11:04:29.601268, 2018-12-27T11:04:29.601758, 2018-12-27T11:04:29.601778
2018-12-27T11:04:29.611413, 2018-12-27T11:04:29.612018, 2018-12-27T11:04:29.615269, 2018-12-27T11:04:29.615289
2018-12-27T11:04:29.626812, 2018-12-27T11:04:29.627371, 2018-12-27T11:04:29.628838, 2018-12-27T11:04:29.628850
2018-12-27T11:04:29.642598, 2018-12-27T11:04:29.644688, 2018-12-27T11:04:29.645703, 2018-12-27T11:04:29.645719
2018-12-27T11:04:29.653349, 2018-12-27T11:04:29.654751, 2018-12-27T11:04:29.655573, 2018-12-27T11:04:29.655591
2018-12-27T11:04:29.664041, 2018-12-27T11:04:29.665798, 2018-12-27T11:04:29.666476, 2018-12-27T11:04:29.666494
2018-12-27T11:04:29.675024, 2018-12-27T11:04:29.676038, 2018-12-27T11:04:29.677539, 2018-12-27T11:04:29.677555
2018-12-27T11:04:29.689020, 2018-12-27T11:04:29.689662, 2018-12-27T11:04:29.690073, 2018-12-27T11:04:29.690088
2018-12-27T11:04:29.700044, 2018-12-27T11:04:29.700829, 2018-12-27T11:04:29.701296, 2018-12-27T11:04:29.701313
2018-12-27T11:04:29.711114, 2018-12-27T11:04:29.711967, 2018-12-27T11:04:29.712450, 2018-12-27T11:04:29.712467
2018-12-27T11:04:29.721852, 2018-12-27T11:04:29.725325, 2018-12-27T11:04:29.725633, 2018-12-27T11:04:29.725649
2018-12-27T11:04:29.732415, 2018-12-27T11:04:29.733104, 2018-12-27T11:04:29.733441, 2018-12-27T11:04:29.733457
2018-12-27T11:04:29.743934, 2018-12-27T11:04:29.747040, 2018-12-27T11:04:29.750306, 2018-12-27T11:04:29.750323
2018-12-27T11:04:29.754621, 2018-12-27T11:04:29.755224, 2018-12-27T11:04:29.755550, 2018-12-27T11:04:29.755565
2018-12-27T11:04:29.765578, 2018-12-27T11:04:29.766199, 2018-12-27T11:04:29.766635, 2018-12-27T11:04:29.766650
2018-12-27T11:04:29.776695, 2018-12-27T11:04:29.778301, 2018-12-27T11:04:29.778718, 2018-12-27T11:04:29.778736
2018-12-27T11:04:29.789309, 2018-12-27T11:04:29.790049, 2018-12-27T11:04:29.792211, 2018-12-27T11:04:29.792225
2018-12-27T11:04:29.801059, 2018-12-27T11:04:29.801770, 2018-12-27T11:04:29.802566, 2018-12-27T11:04:29.802579
2018-12-27T11:04:29.815984, 2018-12-27T11:04:29.819520, 2018-12-27T11:04:29.819897, 2018-12-27T11:04:29.819915
2018-12-27T11:04:29.826464, 2018-12-27T11:04:29.827459, 2018-12-27T11:04:29.827781, 2018-12-27T11:04:29.827793
2018-12-27T11:04:29.837380, 2018-12-27T11:04:29.838067, 2018-12-27T11:04:29.838453, 2018-12-27T11:04:29.838472
2018-12-27T11:04:29.848425, 2018-12-27T11:04:29.849292, 2018-12-27T11:04:29.849896, 2018-12-27T11:04:29.849911
2018-12-27T11:04:29.858807, 2018-12-27T11:04:29.859550, 2018-12-27T11:04:29.859862, 2018-12-27T11:04:29.859877
2018-12-27T11:04:29.869751, 2018-12-27T11:04:29.870560, 2018-12-27T11:04:29.870987, 2018-12-27T11:04:29.871007
2018-12-27T11:04:29.881298, 2018-12-27T11:04:29.882001, 2018-12-27T11:04:29.882317, 2018-12-27T11:04:29.882334
2018-12-27T11:04:29.892144, 2018-12-27T11:04:29.894167, 2018-12-27T11:04:29.894627, 2018-12-27T11:04:29.894647
2018-12-27T11:04:29.902833, 2018-12-27T11:04:29.903557, 2018-12-27T11:04:29.904011, 2018-12-27T11:04:29.904031
2018-12-27T11:04:29.913989, 2018-12-27T11:04:29.914898, 2018-12-27T11:04:29.915313, 2018-12-27T11:04:29.915331
2018-12-27T11:04:29.924887, 2018-12-27T11:04:29.925504, 2018-12-27T11:04:29.925996, 2018-12-27T11:04:29.926008
2018-12-27T11:04:29.935519, 2018-12-27T11:04:29.936388, 2018-12-27T11:04:29.936678, 2018-12-27T11:04:29.936692
2018-12-27T11:04:29.948034, 2018-12-27T11:04:29.949172, 2018-12-27T11:04:29.950013, 2018-12-27T11:04:29.950031
2018-12-27T11:04:29.959631, 2018-12-27T11:04:29.960512, 2018-12-27T11:04:29.960899, 2018-12-27T11:04:29.960914
2018-12-27T11:04:29.971945, 2018-12-27T11:04:29.972641, 2018-12-27T11:04:29.973002, 2018-12-27T11:04:29.973020
2018-12-27T11:04:29.988205, 2018-12-27T11:04:29.988809, 2018-12-27T11:04:29.989191, 2018-12-27T11:04:29.989207
2018-12-27T11:04:30.004708, 2018-12-27T11:04:30.005363, 2018-12-27T11:04:30.005740, 2018-12-27T11:04:30.005783
2018-12-27T11:04:30.015498, 2018-12-27T11:04:30.018790, 2018-12-27T11:04:30.019098, 2018-12-27T11:04:30.019108
2018-12-27T11:04:30.026576, 2018-12-27T11:04:30.027294, 2018-12-27T11:04:30.027651, 2018-12-27T11:04:30.027661
2018-12-27T11:04:30.037204, 2018-12-27T11:04:30.037856, 2018-12-27T11:04:30.038129, 2018-12-27T11:04:30.038139
2018-12-27T11:04:30.061548, 2018-12-27T11:04:30.072576, 2018-12-27T11:04:30.072979, 2018-12-27T11:04:30.072992
2018-12-27T11:04:30.072368, 2018-12-27T11:04:30.072927, 2018-12-27T11:04:30.073275, 2018-12-27T11:04:30.073283
2018-12-27T11:04:30.083275, 2018-12-27T11:04:30.093370, 2018-12-27T11:04:30.094277, 2018-12-27T11:04:30.094292
2018-12-27T11:04:30.096274, 2018-12-27T11:04:30.096866, 2018-12-27T11:04:30.097267, 2018-12-27T11:04:30.097279
2018-12-27T11:04:30.113633, 2018-12-27T11:04:30.114944, 2018-12-27T11:04:30.115358, 2018-12-27T11:04:30.115371
2018-12-27T11:04:30.126617, 2018-12-27T11:04:30.154795, 2018-12-27T11:04:30.155531, 2018-12-27T11:04:30.155550
2018-12-27T11:04:30.138816, 2018-12-27T11:04:30.154972, 2018-12-27T11:04:30.155539, 2018-12-27T11:04:30.155605
2018-12-27T11:04:30.149505, 2018-12-27T11:04:30.155018, 2018-12-27T11:04:30.155547, 2018-12-27T11:04:30.155620
2018-12-27T11:04:30.162701, 2018-12-27T11:04:30.163750, 2018-12-27T11:04:30.164852, 2018-12-27T11:04:30.164865
2018-12-27T11:04:30.175721, 2018-12-27T11:04:30.177494, 2018-12-27T11:04:30.177860, 2018-12-27T11:04:30.177877
2018-12-27T11:04:30.186412, 2018-12-27T11:04:30.187312, 2018-12-27T11:04:30.187687, 2018-12-27T11:04:30.187700
2018-12-27T11:04:30.202068, 2018-12-27T11:04:30.202745, 2018-12-27T11:04:30.203308, 2018-12-27T11:04:30.203324
2018-12-27T11:04:30.214002, 2018-12-27T11:04:30.214568, 2018-12-27T11:04:30.214973, 2018-12-27T11:04:30.214988
2018-12-27T11:04:30.225162, 2018-12-27T11:04:30.226513, 2018-12-27T11:04:30.226858, 2018-12-27T11:04:30.226870
2018-12-27T11:04:30.236624, 2018-12-27T11:04:30.237516, 2018-12-27T11:04:30.237958, 2018-12-27T11:04:30.237974
2018-12-27T11:04:30.249797, 2018-12-27T11:04:30.250572, 2018-12-27T11:04:30.251111, 2018-12-27T11:04:30.251127
2018-12-27T11:04:30.262517, 2018-12-27T11:04:30.263380, 2018-12-27T11:04:30.263945, 2018-12-27T11:04:30.263960
2018-12-27T11:04:30.277131, 2018-12-27T11:04:30.278501, 2018-12-27T11:04:30.279037, 2018-12-27T11:04:30.279049
2018-12-27T11:04:30.287980, 2018-12-27T11:04:30.288701, 2018-12-27T11:04:30.288999, 2018-12-27T11:04:30.289009
2018-12-27T11:04:30.301389, 2018-12-27T11:04:30.304776, 2018-12-27T11:04:30.305176, 2018-12-27T11:04:30.305191
2018-12-27T11:04:30.318404, 2018-12-27T11:04:30.319286, 2018-12-27T11:04:30.320009, 2018-12-27T11:04:30.320022
2018-12-27T11:04:30.328921, 2018-12-27T11:04:30.329560, 2018-12-27T11:04:30.331925, 2018-12-27T11:04:30.331940
2018-12-27T11:04:30.341014, 2018-12-27T11:04:30.341880, 2018-12-27T11:04:30.342275, 2018-12-27T11:04:30.342287
2018-12-27T11:04:30.355614, 2018-12-27T11:04:30.356201, 2018-12-27T11:04:30.356534, 2018-12-27T11:04:30.356553
2018-12-27T11:04:30.365294, 2018-12-27T11:04:30.366150, 2018-12-27T11:04:30.367940, 2018-12-27T11:04:30.367956
2018-12-27T11:04:30.377320, 2018-12-27T11:04:30.378018, 2018-12-27T11:04:30.378358, 2018-12-27T11:04:30.378371
2018-12-27T11:04:30.387947, 2018-12-27T11:04:30.388599, 2018-12-27T11:04:30.389193, 2018-12-27T11:04:30.389209
2018-12-27T11:04:30.401169, 2018-12-27T11:04:30.402139, 2018-12-27T11:04:30.402478, 2018-12-27T11:04:30.402489
2018-12-27T11:04:30.411984, 2018-12-27T11:04:30.413837, 2018-12-27T11:04:30.417207, 2018-12-27T11:04:30.417220
2018-12-27T11:04:30.432317, 2018-12-27T11:04:30.433286, 2018-12-27T11:04:30.433642, 2018-12-27T11:04:30.433653
2018-12-27T11:04:30.446870, 2018-12-27T11:04:30.449358, 2018-12-27T11:04:30.449836, 2018-12-27T11:04:30.449846
2018-12-27T11:04:30.457438, 2018-12-27T11:04:30.458066, 2018-12-27T11:04:30.458365, 2018-12-27T11:04:30.458378
2018-12-27T11:04:30.468647, 2018-12-27T11:04:30.469618, 2018-12-27T11:04:30.469966, 2018-12-27T11:04:30.469979
2018-12-27T11:04:30.481796, 2018-12-27T11:04:30.482629, 2018-12-27T11:04:30.482939, 2018-12-27T11:04:30.482952
2018-12-27T11:04:30.494709, 2018-12-27T11:04:30.495613, 2018-12-27T11:04:30.496053, 2018-12-27T11:04:30.496066
2018-12-27T11:04:30.505937, 2018-12-27T11:04:30.507640, 2018-12-27T11:04:30.508631, 2018-12-27T11:04:30.508643
2018-12-27T11:04:30.517052, 2018-12-27T11:04:30.517667, 2018-12-27T11:04:30.518184, 2018-12-27T11:04:30.518196
2018-12-27T11:04:30.530429, 2018-12-27T11:04:30.531220, 2018-12-27T11:04:30.531594, 2018-12-27T11:04:30.531609
2018-12-27T11:04:30.541364, 2018-12-27T11:04:30.543425, 2018-12-27T11:04:30.544539, 2018-12-27T11:04:30.544752
2018-12-27T11:04:30.562167, 2018-12-27T11:04:30.562807, 2018-12-27T11:04:30.566739, 2018-12-27T11:04:30.566753
2018-12-27T11:04:30.593364, 2018-12-27T11:04:30.593920, 2018-12-27T11:04:30.594213, 2018-12-27T11:04:30.594226
2018-12-27T11:04:30.609533, 2018-12-27T11:04:30.611616, 2018-12-27T11:04:30.611848, 2018-12-27T11:04:30.611890
2018-12-27T11:04:30.625652, 2018-12-27T11:04:30.626423, 2018-12-27T11:04:30.627077, 2018-12-27T11:04:30.627083
2018-12-27T11:04:30.637179, 2018-12-27T11:04:30.637728, 2018-12-27T11:04:30.641567, 2018-12-27T11:04:30.641582
2018-12-27T11:04:30.650843, 2018-12-27T11:04:30.651396, 2018-12-27T11:04:30.652389, 2018-12-27T11:04:30.652404
2018-12-27T11:04:30.661981, 2018-12-27T11:04:30.662852, 2018-12-27T11:04:30.663163, 2018-12-27T11:04:30.663175
2018-12-27T11:04:30.676096, 2018-12-27T11:04:30.677180, 2018-12-27T11:04:30.677444, 2018-12-27T11:04:30.677452
2018-12-27T11:04:30.687660, 2018-12-27T11:04:30.688223, 2018-12-27T11:04:30.688909, 2018-12-27T11:04:30.688920
2018-12-27T11:04:30.705239, 2018-12-27T11:04:30.710821, 2018-12-27T11:04:30.711471, 2018-12-27T11:04:30.711481
2018-12-27T11:04:30.719348, 2018-12-27T11:04:30.720129, 2018-12-27T11:04:30.720428, 2018-12-27T11:04:30.720440
2018-12-27T11:04:30.730233, 2018-12-27T11:04:30.730831, 2018-12-27T11:04:30.731959, 2018-12-27T11:04:30.731975
2018-12-27T11:04:30.742553, 2018-12-27T11:04:30.743825, 2018-12-27T11:04:30.745803, 2018-12-27T11:04:30.745817
2018-12-27T11:04:30.752882, 2018-12-27T11:04:30.754383, 2018-12-27T11:04:30.754718, 2018-12-27T11:04:30.754732
2018-12-27T11:04:30.765357, 2018-12-27T11:04:30.768752, 2018-12-27T11:04:30.769095, 2018-12-27T11:04:30.769107
2018-12-27T11:04:30.776693, 2018-12-27T11:04:30.777799, 2018-12-27T11:04:30.778578, 2018-12-27T11:04:30.778606
2018-12-27T11:04:30.787377, 2018-12-27T11:04:30.788142, 2018-12-27T11:04:30.788507, 2018-12-27T11:04:30.788523
2018-12-27T11:04:30.798165, 2018-12-27T11:04:30.800148, 2018-12-27T11:04:30.800645, 2018-12-27T11:04:30.800655
2018-12-27T11:04:30.808985, 2018-12-27T11:04:30.809740, 2018-12-27T11:04:30.810064, 2018-12-27T11:04:30.810073
2018-12-27T11:04:30.830209, 2018-12-27T11:04:30.839996, 2018-12-27T11:04:30.840405, 2018-12-27T11:04:30.840416
2018-12-27T11:04:30.855002, 2018-12-27T11:04:30.855592, 2018-12-27T11:04:30.857356, 2018-12-27T11:04:30.857371
2018-12-27T11:04:30.867905, 2018-12-27T11:04:30.868457, 2018-12-27T11:04:30.868914, 2018-12-27T11:04:30.868926
2018-12-27T11:04:30.878088, 2018-12-27T11:04:30.878838, 2018-12-27T11:04:30.879241, 2018-12-27T11:04:30.879257
2018-12-27T11:04:30.888864, 2018-12-27T11:04:30.889539, 2018-12-27T11:04:30.889951, 2018-12-27T11:04:30.889964
2018-12-27T11:04:30.902483, 2018-12-27T11:04:30.903112, 2018-12-27T11:04:30.903647, 2018-12-27T11:04:30.903657
2018-12-27T11:04:30.913340, 2018-12-27T11:04:30.913948, 2018-12-27T11:04:30.914469, 2018-12-27T11:04:30.914481
2018-12-27T11:04:30.923959, 2018-12-27T11:04:30.924484, 2018-12-27T11:04:30.924949, 2018-12-27T11:04:30.924962
2018-12-27T11:04:30.934680, 2018-12-27T11:04:30.935302, 2018-12-27T11:04:30.935715, 2018-12-27T11:04:30.935727
2018-12-27T11:04:30.945275, 2018-12-27T11:04:30.945893, 2018-12-27T11:04:30.946333, 2018-12-27T11:04:30.946348
2018-12-27T11:04:30.957236, 2018-12-27T11:04:30.957894, 2018-12-27T11:04:30.958281, 2018-12-27T11:04:30.958296
2018-12-27T11:04:30.970242, 2018-12-27T11:04:30.970915, 2018-12-27T11:04:30.971340, 2018-12-27T11:04:30.971354
2018-12-27T11:04:30.981093, 2018-12-27T11:04:30.981750, 2018-12-27T11:04:30.982807, 2018-12-27T11:04:30.982816
2018-12-27T11:04:30.992180, 2018-12-27T11:04:30.993222, 2018-12-27T11:04:30.993455, 2018-12-27T11:04:30.993463
2018-12-27T11:04:31.002817, 2018-12-27T11:04:31.003345, 2018-12-27T11:04:31.003578, 2018-12-27T11:04:31.003585
2018-12-27T11:04:31.013418, 2018-12-27T11:04:31.013960, 2018-12-27T11:04:31.014327, 2018-12-27T11:04:31.014338
2018-12-27T11:04:31.025099, 2018-12-27T11:04:31.025836, 2018-12-27T11:04:31.026314, 2018-12-27T11:04:31.026329
2018-12-27T11:04:31.035789, 2018-12-27T11:04:31.036293, 2018-12-27T11:04:31.036601, 2018-12-27T11:04:31.036613
2018-12-27T11:04:31.051156, 2018-12-27T11:04:31.051785, 2018-12-27T11:04:31.052197, 2018-12-27T11:04:31.052209
2018-12-27T11:04:31.061868, 2018-12-27T11:04:31.062404, 2018-12-27T11:04:31.063061, 2018-12-27T11:04:31.063075
2018-12-27T11:04:31.075015, 2018-12-27T11:04:31.075616, 2018-12-27T11:04:31.076330, 2018-12-27T11:04:31.076349
2018-12-27T11:04:31.085621, 2018-12-27T11:04:31.087736, 2018-12-27T11:04:31.088303, 2018-12-27T11:04:31.088312
2018-12-27T11:04:31.096378, 2018-12-27T11:04:31.097007, 2018-12-27T11:04:31.097362, 2018-12-27T11:04:31.097377
2018-12-27T11:04:31.109356, 2018-12-27T11:04:31.109854, 2018-12-27T11:04:31.110400, 2018-12-27T11:04:31.110412
2018-12-27T11:04:31.128192, 2018-12-27T11:04:31.128764, 2018-12-27T11:04:31.129085, 2018-12-27T11:04:31.129097
2018-12-27T11:04:31.139651, 2018-12-27T11:04:31.140192, 2018-12-27T11:04:31.140523, 2018-12-27T11:04:31.140601
2018-12-27T11:04:31.150144, 2018-12-27T11:04:31.151192, 2018-12-27T11:04:31.151521, 2018-12-27T11:04:31.151536
2018-12-27T11:04:31.160567, 2018-12-27T11:04:31.162588, 2018-12-27T11:04:31.162941, 2018-12-27T11:04:31.162957
2018-12-27T11:04:31.171405, 2018-12-27T11:04:31.172218, 2018-12-27T11:04:31.172499, 2018-12-27T11:04:31.172511
2018-12-27T11:04:31.182104, 2018-12-27T11:04:31.185600, 2018-12-27T11:04:31.186247, 2018-12-27T11:04:31.186261
2018-12-27T11:04:31.193742, 2018-12-27T11:04:31.194501, 2018-12-27T11:04:31.195182, 2018-12-27T11:04:31.195196
2018-12-27T11:04:31.204670, 2018-12-27T11:04:31.205205, 2018-12-27T11:04:31.205507, 2018-12-27T11:04:31.205519
2018-12-27T11:04:31.215204, 2018-12-27T11:04:31.217076, 2018-12-27T11:04:31.217693, 2018-12-27T11:04:31.217702
2018-12-27T11:04:31.226093, 2018-12-27T11:04:31.226750, 2018-12-27T11:04:31.227192, 2018-12-27T11:04:31.227204
2018-12-27T11:04:31.236671, 2018-12-27T11:04:31.237589, 2018-12-27T11:04:31.238046, 2018-12-27T11:04:31.238052
2018-12-27T11:04:31.249441, 2018-12-27T11:04:31.250077, 2018-12-27T11:04:31.250407, 2018-12-27T11:04:31.250419
2018-12-27T11:04:31.261273, 2018-12-27T11:04:31.261929, 2018-12-27T11:04:31.262198, 2018-12-27T11:04:31.262206
2018-12-27T11:04:31.271904, 2018-12-27T11:04:31.272497, 2018-12-27T11:04:31.272784, 2018-12-27T11:04:31.272797
2018-12-27T11:04:31.282422, 2018-12-27T11:04:31.283024, 2018-12-27T11:04:31.283406, 2018-12-27T11:04:31.283419
2018-12-27T11:04:31.293588, 2018-12-27T11:04:31.294390, 2018-12-27T11:04:31.294737, 2018-12-27T11:04:31.294753
2018-12-27T11:04:31.304591, 2018-12-27T11:04:31.305207, 2018-12-27T11:04:31.305565, 2018-12-27T11:04:31.305578
2018-12-27T11:04:31.315078, 2018-12-27T11:04:31.315645, 2018-12-27T11:04:31.316111, 2018-12-27T11:04:31.316124
2018-12-27T11:04:31.325646, 2018-12-27T11:04:31.326513, 2018-12-27T11:04:31.326802, 2018-12-27T11:04:31.326815
2018-12-27T11:04:31.336349, 2018-12-27T11:04:31.336945, 2018-12-27T11:04:31.337403, 2018-12-27T11:04:31.337418
2018-12-27T11:04:31.353658, 2018-12-27T11:04:31.354154, 2018-12-27T11:04:31.354404, 2018-12-27T11:04:31.354412
2018-12-27T11:04:31.365281, 2018-12-27T11:04:31.365843, 2018-12-27T11:04:31.366492, 2018-12-27T11:04:31.366508
2018-12-27T11:04:31.375880, 2018-12-27T11:04:31.376461, 2018-12-27T11:04:31.377054, 2018-12-27T11:04:31.377068
2018-12-27T11:04:31.386833, 2018-12-27T11:04:31.387696, 2018-12-27T11:04:31.388006, 2018-12-27T11:04:31.388020
2018-12-27T11:04:31.397819, 2018-12-27T11:04:31.398535, 2018-12-27T11:04:31.398991, 2018-12-27T11:04:31.399004
2018-12-27T11:04:31.411312, 2018-12-27T11:04:31.412333, 2018-12-27T11:04:31.412710, 2018-12-27T11:04:31.412720
2018-12-27T11:04:31.422125, 2018-12-27T11:04:31.422939, 2018-12-27T11:04:31.423754, 2018-12-27T11:04:31.423764
2018-12-27T11:04:31.433179, 2018-12-27T11:04:31.433786, 2018-12-27T11:04:31.434147, 2018-12-27T11:04:31.434158
2018-12-27T11:04:31.444610, 2018-12-27T11:04:31.445800, 2018-12-27T11:04:31.446153, 2018-12-27T11:04:31.446166
2018-12-27T11:04:31.459137, 2018-12-27T11:04:31.459954, 2018-12-27T11:04:31.460447, 2018-12-27T11:04:31.460467
2018-12-27T11:04:31.469557, 2018-12-27T11:04:31.470175, 2018-12-27T11:04:31.473881, 2018-12-27T11:04:31.473889
2018-12-27T11:04:31.479781, 2018-12-27T11:04:31.480591, 2018-12-27T11:04:31.481284, 2018-12-27T11:04:31.481299
2018-12-27T11:04:31.491105, 2018-12-27T11:04:31.492142, 2018-12-27T11:04:31.492491, 2018-12-27T11:04:31.492503
2018-12-27T11:04:31.506326, 2018-12-27T11:04:31.506889, 2018-12-27T11:04:31.507563, 2018-12-27T11:04:31.507575
2018-12-27T11:04:31.519967, 2018-12-27T11:04:31.520958, 2018-12-27T11:04:31.521383, 2018-12-27T11:04:31.521397
2018-12-27T11:04:31.530777, 2018-12-27T11:04:31.531781, 2018-12-27T11:04:31.532091, 2018-12-27T11:04:31.532103
2018-12-27T11:04:31.541551, 2018-12-27T11:04:31.542240, 2018-12-27T11:04:31.542570, 2018-12-27T11:04:31.542585
2018-12-27T11:04:31.552200, 2018-12-27T11:04:31.552716, 2018-12-27T11:04:31.552992, 2018-12-27T11:04:31.553007
2018-12-27T11:04:31.565648, 2018-12-27T11:04:31.566212, 2018-12-27T11:04:31.566463, 2018-12-27T11:04:31.566471
2018-12-27T11:04:31.578160, 2018-12-27T11:04:31.578754, 2018-12-27T11:04:31.579093, 2018-12-27T11:04:31.579106
2018-12-27T11:04:31.590226, 2018-12-27T11:04:31.591365, 2018-12-27T11:04:31.591885, 2018-12-27T11:04:31.591900
2018-12-27T11:04:31.602233, 2018-12-27T11:04:31.602969, 2018-12-27T11:04:31.603357, 2018-12-27T11:04:31.603395
2018-12-27T11:04:31.612902, 2018-12-27T11:04:31.613533, 2018-12-27T11:04:31.613849, 2018-12-27T11:04:31.613862
2018-12-27T11:04:31.624945, 2018-12-27T11:04:31.625475, 2018-12-27T11:04:31.625791, 2018-12-27T11:04:31.625802
2018-12-27T11:04:31.635659, 2018-12-27T11:04:31.636223, 2018-12-27T11:04:31.639534, 2018-12-27T11:04:31.639548
2018-12-27T11:04:31.650138, 2018-12-27T11:04:31.651400, 2018-12-27T11:04:31.651695, 2018-12-27T11:04:31.651709
2018-12-27T11:04:31.660668, 2018-12-27T11:04:31.661265, 2018-12-27T11:04:31.661798, 2018-12-27T11:04:31.661812
2018-12-27T11:04:31.671398, 2018-12-27T11:04:31.672005, 2018-12-27T11:04:31.672293, 2018-12-27T11:04:31.672303
2018-12-27T11:04:31.682100, 2018-12-27T11:04:31.683100, 2018-12-27T11:04:31.683520, 2018-12-27T11:04:31.683532
2018-12-27T11:04:31.693245, 2018-12-27T11:04:31.693869, 2018-12-27T11:04:31.694621, 2018-12-27T11:04:31.694671
2018-12-27T11:04:31.703771, 2018-12-27T11:04:31.704504, 2018-12-27T11:04:31.704960, 2018-12-27T11:04:31.704976
2018-12-27T11:04:31.715998, 2018-12-27T11:04:31.718279, 2018-12-27T11:04:31.718909, 2018-12-27T11:04:31.718918
2018-12-27T11:04:31.727131, 2018-12-27T11:04:31.727756, 2018-12-27T11:04:31.728179, 2018-12-27T11:04:31.728192
2018-12-27T11:04:31.737818, 2018-12-27T11:04:31.738367, 2018-12-27T11:04:31.738910, 2018-12-27T11:04:31.738922
2018-12-27T11:04:31.748567, 2018-12-27T11:04:31.749298, 2018-12-27T11:04:31.750406, 2018-12-27T11:04:31.750458
2018-12-27T11:04:31.759321, 2018-12-27T11:04:31.759906, 2018-12-27T11:04:31.760460, 2018-12-27T11:04:31.760470
2018-12-27T11:04:31.770897, 2018-12-27T11:04:31.771394, 2018-12-27T11:04:31.772437, 2018-12-27T11:04:31.772449
2018-12-27T11:04:31.782067, 2018-12-27T11:04:31.783004, 2018-12-27T11:04:31.783358, 2018-12-27T11:04:31.783374
